operation,year,sample_label,date,julian_day,leg,lat_deg,lat_min,lat_ns,long_deg,long_min,long_EW,station,ctd,bottle,sample_code,sample_type,depth_level,depth_m,snow_cover,fsw_added_mL,total_volume_after_melting_mL,ice_corrected,sampling_person,sampling_comment,fcm_instrument,fcm_operator,file_fluo_nat,Syn_mL,Pico_mL,Pico_FSC,Pico_SSC,Pico_Chl,Nano_mL,Nano_FSC,Nano_SSC,Nano_Chl,Crypto_mL,Crypto_FSC,Crypto_SSC,Crypto_PE,Crypto_Chl,file_bact,HBact_mL,HBact_SSC,HBact_DNA,LBact_mL,LBact_SSC,LBact_DNA,Bact_mL
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,5,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B5-80M,0,128,,,,36,,,,0,,,,,H_CTD040-B5-80M,,,,,,,167303
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B4-100M,0,2138,,,,277,,,,0,,,,,H_CTD040-B4-100M,,,,,,,408682
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,3,,water,,150,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B3-150M,0,164,,,,10,,,,0,,,,,H_CTD040-B3-150M,,,,,,,150379
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,2,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B2-200M,0,2015,,,,133,,,,0,,,,,H_CTD040-B2-200M,,,,,,,361879
Amundsen,2016,,2016-06-16,,,68,47,N,58,31,W,G207,40,1,,water,,350,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B1-350M,0,426,,,,10,,,,0,,,,,H_CTD040-B1-350M,,,,,,,184515
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G207,40,20,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B20-0M_TFF,0,501062,,,,104174,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G207,40,18,,TFF,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD040-B18-15M_TFF,0,503333,,,,298267,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G208,43,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B19-0M_Rate65,0,10651,,,,2564,,,,0,,,,,H_CTD043-B19-0M_Rate33,,,,,,,1936273
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,18,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B18-10M,0,11144,,,,3908,,,,0,,,,,H_CTD043-B18-10M,,,,,,,1773076
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B17-20M,0,10851,,,,3103,,,,0,,,,,H_CTD043-B17-20M,,,,,,,1775788
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,16,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B16-25M,0,10574,,,,2446,,,,0,,,,,H_CTD043-B16-25M,,,,,,,1766500
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,15,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B15-30M,0,6969,,,,1990,,,,0,,,,,H_CTD043-B15-30M,,,,,,,1531773
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,14,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B14-35M,0,6636,,,,7533,,,,0,,,,,H_CTD043-B14-35M,,,,,,,1033652
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,13,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B13-40M,0,3605,,,,2769,,,,0,,,,,H_CTD043-B13-40M,,,,,,,555712
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,12,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B12-45M,0,1897,,,,897,,,,0,,,,,H_CTD043-B12-45M,,,,,,,424152
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,11,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B11-50M,0,1344,,,,856,,,,0,,,,,H_CTD043-B11-50M,,,,,,,365152
Amundsen,2016,,2016-06-16,,,68,52,N,57,51,W,G209,43,10,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B10-60M,0,892,,,,2021,,,,0,,,,,H_CTD043-B10-60M,,,,,,,296970
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G209,43,9,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B9-70M,0,318,,,,97,,,,0,,,,,H_CTD043-B9-70M,,,,,,,209197
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G209,43,8,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD043-B8-80M,0,133,,,,56,,,,0,,,,,H_CTD043-B8-80M,,,,,,,186924
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B19-0M_Rate65,0,1467,,,,3877,,,,0,,,,,H_CTD045-B19-0M_Rate33,,,,,,,954242
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,18,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B18-10M,0,1795,,,,3456,,,,0,,,,,H_CTD045-B18-10M,,,,,,,982697
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,17,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B17-20M,0,1877,,,,3903,,,,0,,,,,H_CTD045-B17-20M,,,,,,,984242
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,16,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B16-25M,0,1692,,,,1503,,,,0,,,,,H_CTD045-B16-25M,,,,,,,937333
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,15,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B15-30M,0,1687,,,,4067,,,,0,,,,,H_CTD045-B15-30M,,,,,,,862924
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,14,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B14-35M,0,2708,,,,7323,,,,0,,,,,H_CTD045-B14-35M,,,,,,,879000
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,13,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B13-40M,0,7246,,,,7769,,,,0,,,,,H_CTD045-B13-40M,,,,,,,754697
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,12,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B12-45M,0,2903,,,,1815,,,,0,,,,,H_CTD045-B12-45M,,,,,,,555955
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,11,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B11-50M,0,1323,,,,687,,,,0,,,,,H_CTD045-B11-50M,,,,,,,408864
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,10,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B10-60M,0,790,,,,897,,,,0,,,,,H_CTD045-B10-60M,,,,,,,304788
Amundsen,2016,,2016-06-16,,,68,54,N,57,39,W,G211,45,9,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B9-70M,0,774,,,,508,,,,0,,,,,H_CTD045-B9-70M,,,,,,,333409
Amundsen,2016,,2016-06-17,,,68,54,N,57,39,W,G211,45,8,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD045-B8-80M,0,738,,,,231,,,,0,,,,,H_CTD045-B8-80M,,,,,,,407803
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,24,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B24-0M_Rate63,0,1529,,,,381,,,,0,,,,,B_CTD047-B24-0M_Rate33,,,,,,,1393242
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,20,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B20-10M,0,1519,,,,519,,,,0,,,,,B_CTD047-B20-10M,,,,,,,1474818
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,18,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B18-20M,0,1577,,,,423,,,,0,,,,,B_CTD047-B18-20M,,,,,,,1371106
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,16,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B16-30M,0,1222,,,,1249,,,,0,,,,,B_CTD047-B16-30M,,,,,,,1092742
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,14,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B14-40M,0,1344,,,,2026,,,,0,,,,,B_CTD047-B14-40M,,,,,,,631545
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,12,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B12-50M,0,2820,,,,4968,,,,0,,,,,B_CTD047-B12-50M,,,,,,,518045
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,10,,water,,55,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B10-55M,0,0,,,,6127,,,,0,,,,,B_CTD047-B10-55M,,,,,,,573697
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,9,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B9-60M,0,0,,,,6026,,,,0,,,,,B_CTD047-B9-60M,,,,,,,568591
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,5,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B5-80M,0,0,,,,5005,,,,0,,,,,B_CTD047-B5-80M,,,,,,,763424
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,47,3,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD047-B3-100M,0,0,,,,3370,,,,0,,,,,B_CTD047-B3-100M,,,,,,,851788
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,19,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B19-0M_Rate66,0,323,,,,232,,,,0,,,,,B_CTD048-B29-0M_Rate35,,,,,,,996929
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,17,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B17-15M,0,707,,,,662,,,,0,,,,,B_CTD048-B17-15M,,,,,,,978057
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,15,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B15-30M,0,773,,,,662,,,,0,,,,,B_CTD048-B15-30M,,,,,,,788371
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,13,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B13-40M,0,0,,,,4278,,,,0,,,,,B_CTD048-B13-40M,,,,,,,438243
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,10,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B15-45M,0,0,,,,3394,,,,0,,,,,B_CTD048-B15-45M,,,,,,,528086
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,8,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B8-50M,0,0,,,,3652,,,,0,,,,,B_CTD048-B8-50M,,,,,,,609143
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,6,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B6-60M,0,0,,,,3298,,,,0,,,,,B_CTD048-B6-60M,,,,,,,756029
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,4,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B4-70M,0,0,,,,4278,,,,0,,,,,B_CTD048-B4-70M,,,,,,,1013671
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,2,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B2-80M,0,0,,,,3439,,,,0,,,,,B_CTD048-B2-80M,,,,,,,675200
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,48,1,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD048-B1-100M,0,0,,,,1030,,,,0,,,,,B_CTD048-B1-100M,,,,,,,422643
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B21-0M_Rate63,0,714,,,,450,,,,0,,,,,B_CTD049-B21-0M_Rate33,,,,,,,1017000
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,19,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B19-15M,0,905,,,,429,,,,0,,,,,B_CTD049-B19-15M,,,,,,,1025061
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,17,,water,,26,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B17-26M,0,614,,,,354,,,,0,,,,,B_CTD049-B17-26M,,,,,,,1006894
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,13,,water,,47,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B13-47M,0,0,,,,1048,,,,0,,,,,B_CTD049-B13-47M,,,,,,,528409
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,8,,water,,64,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B8-64M,0,0,,,,3921,,,,0,,,,,B_CTD049-B8-64M,,,,,,,794939
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,7,,water,,75,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B7-75M,0,0,,,,3386,,,,0,,,,,B_CTD049-B7-75M,,,,,,,925576
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,5,,water,,90,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B5-90M,0,0,,,,2661,,,,0,,,,,B_CTD049-B5-90M,,,,,,,677530
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,4,,water,,100,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B4-100M,0,0,,,,889,,,,0,,,,,B_CTD049-B4-100M,,,,,,,458121
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,3,,water,,120,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B3-120M,0,0,,,,354,,,,0,,,,,B_CTD049-B3-120M,,,,,,,299833
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,2,,water,,130,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B2-130M,0,0,,,,1344,,,,0,,,,,B_CTD049-B2-130M,,,,,,,303909
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,1,,water,,180,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B1-180M,0,0,,,,169,,,,0,,,,,B_CTD049-B1-180M,,,,,,,273439
Amundsen,2016,,2016-06-17,,,68,59,N,56,46,W,G300,49,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B21-0M_TFF,0,16206,,,,15455,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-06-18,,,68,59,N,56,46,W,G300,49,13,,TFF,,47,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD049-B13-47M_TFF,0,0,,,,98048,,,,6249,,,,,,,,,,,,
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,12,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B12-0M_Rate63,0,402,,,,582,,,,0,,,,,B_CTD053-B12-0M_Rate33,,,,,,,997621
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,11,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B11-20M,0,407,,,,540,,,,0,,,,,B_CTD053-B11-20M,,,,,,,1141182
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,10,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B10-40M,0,0,,,,1963,,,,0,,,,,B_CTD053-B10-40M,,,,,,,695530
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,9,,water,,45,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B9-450M,0,0,,,,5423,,,,0,,,,,B_CTD053-B9-450M,,,,,,,633712
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,8,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B8-50M,0,0,,,,6942,,,,0,,,,,B_CTD053-B8-50M,,,,,,,676242
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,7,,water,,55,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B7-55M,0,0,,,,4249,,,,0,,,,,B_CTD053-B7-55M,,,,,,,703030
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,6,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B6-60M,0,0,,,,4053,,,,0,,,,,B_CTD053-B6-60M,,,,,,,634379
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,5,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B5-70M,0,0,,,,2931,,,,0,,,,,B_CTD053-B5-70M,,,,,,,433955
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,4,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B4-80M,0,0,,,,2212,,,,0,,,,,B_CTD053-B4-80M,,,,,,,422303
Amundsen,2016,,2016-06-18,,,68,59,N,57,29,W,G303,53,3,,water,,120,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD053-B3-120M,0,0,,,,233,,,,0,,,,,B_CTD053-B3-120M,,,,,,,250758
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B18-0M_Rate63,0,7476,,,,1418,,,,0,,,,,B_CTD057-B18-0M_Rate33,,,,,,,1039545
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,16,,water,,5,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B16-5M,0,7243,,,,1466,,,,0,,,,,B_CTD057-B16-5M,,,,,,,1055500
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,14,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B14-10M,0,7222,,,,778,,,,0,,,,,B_CTD057-B14-10M,,,,,,,1061727
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,11,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B14-15M,0,9905,,,,1730,,,,0,,,,,B_CTD057-B14-15M,,,,,,,1111015
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,9,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B9-20M,0,7540,,,,2206,,,,0,,,,,B_CTD057-B9-20M,,,,,,,965530
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,7,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B7-25M,0,7259,,,,4026,,,,0,,,,,B_CTD057-B7-25M,,,,,,,724500
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,5,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B5-30M,0,4735,,,,2079,,,,0,,,,,B_CTD057-B5-30M,,,,,,,584727
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,3,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B3-35M,0,3926,,,,4243,,,,0,,,,,B_CTD057-B3-35M,,,,,,,567167
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,2,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B2-40M,0,1831,,,,571,,,,0,,,,,B_CTD057-B2-40M,,,,,,,484848
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,57,1,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD057-B1-60M,0,566,,,,259,,,,0,,,,,B_CTD057-B1-60M,,,,,,,304636
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,21,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B21-0M_Rate65,0,7696,,,,1779,,,,0,,,,,B_CTD058-B21-0M_Rate33,,,,,,,1001667
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,19,,water,,13,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B19-13M,0,6941,,,,1431,,,,0,,,,,B_CTD058-B19-13M,,,,,,,1104652
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,17,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B17-15M,0,7461,,,,1760,,,,0,,,,,B_CTD058-B17-15M,,,,,,,1105091
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,13,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B13-20M,0,7608,,,,4284,,,,0,,,,,B_CTD058-B13-20M,,,,,,,966106
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,7,,water,,38,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B7-38M,0,3333,,,,632,,,,0,,,,,B_CTD058-B7-38M,,,,,,,544303
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,6,,water,,50,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B6-50M,0,1613,,,,363,,,,0,,,,,B_CTD058-B6-50M,,,,,,,481000
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,5,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B5-60M,0,1064,,,,181,,,,0,,,,,B_CTD058-B5-60M,,,,,,,435197
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,4,,water,,70,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B4-70M,0,2181,,,,382,,,,0,,,,,B_CTD058-B4-70M,,,,,,,553803
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,3,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B3-80M,0,162,,,,74,,,,0,,,,,B_CTD058-B3-80M,,,,,,,255909
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,2,,water,,200,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B2-200M,0,0,,,,0,,,,0,,,,,B_CTD058-B2-200M,,,,,,,137970
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,1,,water,,300,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B1-300M,0,0,,,,0,,,,0,,,,,B_CTD058-B1-300M,,,,,,,150970
Amundsen,2016,,2016-06-18,,,69,0,N,58,44,W,G109,58,21,,TFF,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B21-0M_TFF,0,281309,,,,30162,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-06-19,,,69,0,N,58,44,W,G109,58,17,,TFF,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD058-B17-15M_TFF,0,117608,,,,33083,,,,0,,,,,,,,,,,,
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,12,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B12-0M_Rate67,0,6473,,,,338,,,,0,,,,,B_CTD062-B12-0M_Rate37,,,,,,,894432
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,11,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B11-10M,0,5965,,,,557,,,,0,,,,,B_CTD062-B11-10M,,,,,,,878203
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,10,,water,,15,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B10-15M,0,7468,,,,1910,,,,0,,,,,B_CTD062-B10-15M,,,,,,,1054230
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,9,,water,,20,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B9-20M,0,10657,,,,3746,,,,0,,,,,B_CTD062-B9-20M,,,,,,,1227811
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,8,,water,,25,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B8-25M,0,9338,,,,3259,,,,0,,,,,B_CTD062-B8-25M,,,,,,,1040068
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,7,,water,,30,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B7-30M,0,5383,,,,1925,,,,0,,,,,B_CTD062-B7-30M,,,,,,,665311
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,6,,water,,35,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B6-35M,0,3781,,,,861,,,,0,,,,,B_CTD062-B6-35M,,,,,,,503284
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,5,,water,,40,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B5-40M,0,2313,,,,632,,,,0,,,,,B_CTD062-B5-40M,,,,,,,397405
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,4,,water,,60,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B4-60M,0,935,,,,333,,,,0,,,,,B_CTD062-B4-60M,,,,,,,346189
Amundsen,2016,,2016-06-19,,,68,59,N,57,29,W,G310,62,3,,water,,80,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD062-B3-80M,0,408,,,,144,,,,0,,,,,B_CTD062-B3-80M,,,,,,,274797
Amundsen,2016,,2016-06-19,,,69,0,N,59,34,W,G312,65,18,,water,,0,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD065-B18-0M_Rate67,0,5234,,,,393,,,,0,,,,,B_CTD065-B18-0M_Rate37,,,,,,,1027649
Amundsen,2016,,2016-06-19,,,69,0,N,59,34,W,G312,65,16,,water,,10,,,,,M. Tragin,,Accuri C6,D. Marie,NF_CTD065-B16-10M,0,6239,,,,418,,,,0,,,,,B_CTD065-B16-10M,,,,,,,1060905
